"host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bedrooms","beds","price","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","host_since_season","host_since_year","host_response_rate_cat","host_acceptance_rate_cat"
"within a day",TRUE,17,TRUE,TRUE,"Les Corts","Entire home/apt",4,2,2,75,90,1125,30,60,90,365,0,0,0,100,10,9,10,10,TRUE,0.13,"Spring","2016","high","very high"
"within an hour",TRUE,5,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,2,70,2.1,200,14,37,64,315,6,5,1,100,9,10,10,10,TRUE,0.45,"Spring","2014","very high","very high"
"within a few hours",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",4,3,3,421,3.1,1125,30,60,90,129,8,4,0,98,10,10,10,9,FALSE,0.49,"Spring","2019","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Les Corts","Private room",2,1,1,60,1,7,30,60,90,365,20,6,0,87,9,9,10,9,TRUE,1.18,"Spring","2019","Unknown","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Gràcia","Private room",4,2,3,60,31,906,29,59,89,179,0,0,0,93,9,9,10,10,TRUE,0.51,"Spring","2019","Unknown","Unknown"
"within an hour",TRUE,4,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,39,2,1125,4,4,7,7,1,1,0,100,10,10,10,10,FALSE,0.19,"Summer","2016","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Gràcia","Private room",2,1,1,40,30,1125,30,60,90,90,0,0,0,60,6,8,6,6,TRUE,0.13,"Winter","2015","Unknown","Unknown"
"within an hour",FALSE,83,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",8,3,4,82,3,1125,27,57,87,307,6,2,0,87,9,8,8,8,TRUE,0.35,"Spring","2015","very high","very high"
"within an hour",FALSE,19,TRUE,TRUE,"Gràcia","Entire home/apt",5,2,3,58,32,1125,30,60,90,181,0,0,0,80,8,8,10,8,FALSE,0.12,"Summer","2018","very high","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Sants-Montjuïc","Entire home/apt",4,2,3,90,2,6,29,58,87,127,21,10,0,80,8,9,9,8,FALSE,1.27,"Spring","2019","very high","very high"
"within an hour",FALSE,36,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",2,1,1,106,3.1,1125,30,60,90,365,40,18,0,94,10,10,10,9,TRUE,2.38,"Spring","2012","very high","very high"
"within a few hours",FALSE,4,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,42,31,210,0,0,0,0,1,1,0,20,10,10,4,2,TRUE,0.16,"Winter","2017","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,37,2,1125,0,0,22,22,14,12,0,94,10,10,10,10,TRUE,0.86,"Spring","2019","Unknown","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,26,1,1125,15,45,75,76,39,17,2,91,9,9,10,9,TRUE,2.31,"Spring","2019","very high","very high"
"within a few hours",FALSE,4,TRUE,TRUE,"Sant Martí","Private room",3,1,3,60,2,1125,29,59,89,359,13,6,0,88,10,9,10,9,FALSE,0.84,"Autumn","2015","very high","very high"
"within an hour",FALSE,35,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,15,5,31,0,0,0,0,27,8,0,83,9,9,9,9,TRUE,1.63,"Autumn","2013","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Eixample","Private room",1,1,1,17,4,15,28,58,88,96,1,1,1,100,10,10,10,10,TRUE,1,"Spring","2015","very high","high"
"within a day",FALSE,4,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,1,1,60,31,1125,30,60,90,365,1,1,0,100,10,10,8,10,FALSE,0.09,"Autumn","2018","average","very high"
"within a day",FALSE,3,TRUE,TRUE,"Eixample","Entire home/apt",6,3,4,166,1,1125,30,60,90,129,23,10,0,83,8,8,9,8,TRUE,1.44,"Spring","2018","average","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Gràcia","Private room",2,1,4,40,30,1080,29,59,89,364,0,0,0,70,8,8,9,9,FALSE,0.29,"Spring","2019","Unknown","Unknown"
"Unknown",FALSE,2,TRUE,FALSE,"Eixample","Private room",3,1,2,60,5,1125,0,0,0,0,0,0,0,80,8,8,10,8,TRUE,0.05,"Spring","2019","Unknown","Unknown"
"Unknown",FALSE,1,TRUE,TRUE,"Gràcia","Private room",1,1,1,34,1,13,0,0,0,0,11,0,0,94,10,9,10,10,TRUE,0.66,"Summer","2017","Unknown","Unknown"
"within a few hours",FALSE,51,TRUE,TRUE,"Eixample","Entire home/apt",6,3,6,66,32,1125,0,24,54,329,0,0,0,100,10,10,10,10,FALSE,0.08,"Summer","2012","very high","average"
"within an hour",FALSE,38,TRUE,TRUE,"Eixample","Entire home/apt",6,3,6,66,32,1125,0,23,53,328,1,1,0,100,10,10,10,10,FALSE,0.08,"Autumn","2017","very high","very high"
"within an hour",FALSE,37,TRUE,TRUE,"Ciutat Vella","Entire home/apt",8,3,4,70,32,365,30,60,90,365,3,3,0,93,9,10,10,9,FALSE,0.25,"Winter","2013","very high","very high"
"within an hour",FALSE,37,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,2,1,37,32,365,30,60,90,365,2,1,0,90,9,10,10,9,FALSE,0.16,"Winter","2013","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,2,58,1,5,28,58,88,88,5,0,0,100,10,10,10,10,FALSE,0.3,"Spring","2015","Unknown","very low"
"within an hour",FALSE,5,TRUE,FALSE,"Eixample","Entire home/apt",5,2,4,55,1,32,28,58,88,88,7,7,3,69,8,8,8,6,TRUE,4.2,"Summer","2018","very high","very high"
"Unknown",FALSE,3,TRUE,FALSE,"Eixample","Private room",2,1,1,60,5,28,26,56,86,86,0,0,0,100,10,10,10,10,FALSE,0.06,"Winter","2012","Unknown","very high"
"Unknown",TRUE,1,TRUE,FALSE,"Nou Barris","Private room",2,1,1,30,1,5,0,0,0,0,13,0,0,97,10,10,9,10,FALSE,0.77,"Spring","2019","Unknown","Unknown"
"within a few hours",TRUE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,34,1.3,1125,0,0,0,0,18,8,0,100,10,10,10,10,TRUE,1.13,"Autumn","2018","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,20,2,1125,0,0,0,0,3,0,0,100,9,9,10,9,FALSE,0.18,"Spring","2019","Unknown","Unknown"
"within a day",FALSE,2,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,39,1,1125,0,22,52,327,35,14,0,78,8,9,9,8,FALSE,2.08,"Winter","2019","average","high"
"Unknown",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",1,1,1,25,22.3,1125,30,60,90,180,0,0,0,100,10,10,10,10,FALSE,0.06,"Autumn","2017","Unknown","low"
"Unknown",FALSE,1,TRUE,TRUE,"Sant Martí","Entire home/apt",6,3,6,180,31,34,0,0,0,141,0,0,0,100,10,10,10,9,FALSE,0.24,"Spring","2013","Unknown","Unknown"
"within a day",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,90,12,1125,0,0,0,55,1,0,0,100,10,10,10,10,FALSE,0.08,"Winter","2013","very high","Unknown"
"within a few hours",FALSE,1,TRUE,FALSE,"Les Corts","Entire home/apt",3,2,2,45,30,1125,22,52,82,357,0,0,0,20,8,2,10,2,FALSE,0.18,"Spring","2012","very high","very high"
"Unknown",TRUE,2,TRUE,TRUE,"Eixample","Private room",1,1,0,46,1,30,30,60,90,90,7,0,0,100,10,10,10,10,FALSE,0.43,"Spring","2019","Unknown","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",9,4,7,133,32,1125,0,0,0,0,2,1,0,100,10,10,10,10,TRUE,0.15,"Winter","2019","very high","very high"
"within an hour",FALSE,29,TRUE,TRUE,"Eixample","Entire home/apt",8,4,5,223,2.6,1125,30,60,90,365,21,14,0,95,10,10,10,9,TRUE,1.34,"Spring","2015","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",1,1,1,20,2,1125,0,0,0,0,1,0,0,100,10,10,10,10,FALSE,0.06,"Spring","2019","Unknown","Unknown"
"within a few hours",FALSE,2,TRUE,TRUE,"Eixample","Entire home/apt",7,2,6,118,1,1125,30,60,90,365,2,1,0,90,10,10,10,9,TRUE,0.16,"Autumn","2017","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,50,2,1125,29,59,89,364,3,0,0,60,6,6,6,8,FALSE,0.18,"Winter","2019","Unknown","average"
"within a day",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,61,2,10,0,0,0,179,20,3,0,98,10,9,9,10,TRUE,1.35,"Winter","2013","very high","very high"
"within an hour",FALSE,19,TRUE,TRUE,"Gràcia","Entire home/apt",5,3,3,65,32,1125,30,60,90,181,2,0,0,80,8,8,10,8,FALSE,0.12,"Summer","2018","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,2,21,1,1125,0,0,0,0,9,7,0,84,8,10,9,9,FALSE,0.61,"Spring","2016","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",1,1,1,29,2,60,29,59,89,89,11,2,0,95,9,10,9,9,FALSE,0.67,"Spring","2019","Unknown","average"
"within an hour",FALSE,97,TRUE,TRUE,"Eixample","Private room",2,1,1,17,1,1125,28,58,88,363,43,31,0,91,10,9,9,9,TRUE,2.54,"Autumn","2013","very high","very high"
"Unknown",FALSE,3,TRUE,TRUE,"Eixample","Private room",1,1,1,45,30,60,29,59,89,89,1,1,0,100,8,8,10,8,TRUE,0.09,"Spring","2014","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,123,1,1125,30,60,90,180,5,0,0,96,10,9,10,9,FALSE,0.3,"Summer","2018","Unknown","Unknown"
"within an hour",TRUE,1,TRUE,FALSE,"Gràcia","Entire home/apt",2,1,1,103,32,365,29,59,89,364,4,3,0,100,10,10,9,10,FALSE,0.28,"Spring","2019","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",2,1,2,60,2,7,0,0,0,0,3,3,0,100,10,9,10,9,TRUE,0.27,"Winter","2018","Unknown","very high"
"Unknown",TRUE,1,TRUE,TRUE,"Gràcia","Private room",1,1,1,40,3,1125,28,58,88,178,4,4,0,100,10,10,10,10,FALSE,0.46,"Spring","2013","Unknown","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Ciutat Vella","Private room",1,1,1,25,15,1125,16,24,24,290,0,0,0,100,10,10,10,10,TRUE,0.22,"Autumn","2013","very high","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Eixample","Private room",3,1,2,60,5,1125,0,0,0,0,0,0,0,80,8,8,10,8,TRUE,0.05,"Spring","2019","Unknown","Unknown"
"a few days or more",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",1,1,1,15,90,1125,30,60,90,365,0,0,0,80,8,8,10,8,TRUE,0.06,"Winter","2019","very low","Unknown"
"within an hour",TRUE,3,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,49,2,1125,20,36,66,66,83,54,0,96,10,10,10,9,FALSE,4.92,"Spring","2019","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,60,2,1125,8,8,8,8,81,46,1,99,10,10,10,10,FALSE,4.79,"Spring","2019","very high","very high"
"within a few hours",FALSE,24,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,2,46,32,330,17,27,43,318,3,2,0,93,10,9,9,9,FALSE,0.21,"Autumn","2011","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,40,2,5,7,7,7,7,93,61,2,97,10,10,10,10,FALSE,5.47,"Spring","2019","very high","very high"
"within an hour",FALSE,19,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,3,53,32,1125,0,23,53,144,1,0,0,100,10,10,10,10,FALSE,0.08,"Summer","2018","very high","very high"
"within a day",FALSE,27,TRUE,TRUE,"Eixample","Entire home/apt",4,2,3,67,32,1125,7,7,7,77,1,0,0,100,8,8,10,8,FALSE,0.07,"Autumn","2014","average","low"
"Unknown",TRUE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,45,2,7,0,0,0,0,50,31,0,98,10,10,10,10,FALSE,3.05,"Spring","2016","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",1,1,1,30,3,1125,0,0,0,0,1,0,0,100,10,10,10,10,TRUE,0.06,"Spring","2019","Unknown","Unknown"
"Unknown",FALSE,2,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,36,1,10,13,13,14,191,40,13,0,94,10,10,10,9,TRUE,2.4,"Spring","2019","Unknown","very high"
"within a day",FALSE,33,TRUE,TRUE,"Eixample","Entire home/apt",2,1,1,65,32,1125,30,60,90,365,0,0,0,100,10,10,10,10,FALSE,0.08,"Winter","2019","average","high"
"within a few hours",FALSE,3,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,30,30,1125,16,46,76,256,2,2,0,80,7,6,9,7,TRUE,0.17,"Autumn","2013","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",1,1,1,50,3,21,0,0,0,0,0,0,0,100,10,10,10,10,FALSE,0.03,"Spring","2019","Unknown","Unknown"
"Unknown",FALSE,3,TRUE,FALSE,"Gràcia","Private room",2,1,1,20,1,1125,30,60,90,90,21,14,0,83,9,8,10,8,TRUE,1.43,"Spring","2019","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,50,2,31,29,59,89,179,1,1,0,100,10,8,10,10,FALSE,0.09,"Summer","2017","Unknown","very high"
"Unknown",FALSE,3,TRUE,FALSE,"Gràcia","Private room",2,1,1,55.71,1,1125,30,60,90,365,1,0,0,100,10,10,10,10,FALSE,0.07,"Spring","2019","Unknown","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Horta-Guinardó","Private room",2,1,1,29,3,1125,30,36,36,304,31,5,0,89,9,9,9,9,TRUE,1.84,"Summer","2016","Unknown","very high"
"within a few hours",TRUE,2,TRUE,FALSE,"Eixample","Private room",1,1,0,16,30,180,22,52,82,82,5,3,0,100,10,10,10,9,FALSE,0.32,"Spring","2018","very high","very high"
"Unknown",TRUE,3,TRUE,TRUE,"Ciutat Vella","Private room",7,1,4,150,2,1125,30,60,90,350,17,11,0,99,10,10,10,10,TRUE,1.08,"Autumn","2018","Unknown","very high"
"Unknown",TRUE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,65,2,4,28,58,88,178,17,6,0,99,10,10,10,10,FALSE,1.05,"Spring","2019","Unknown","very high"
"Unknown",TRUE,1,TRUE,TRUE,"Eixample","Private room",4,1,2,50,1,1125,30,60,90,90,77,35,0,96,10,10,10,9,FALSE,4.57,"Spring","2018","Unknown","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Eixample","Entire home/apt",6,2,2,60,3.7,1125,30,59,85,342,23,13,0,85,9,9,10,8,FALSE,1.39,"Winter","2012","very high","very high"
"within a day",FALSE,12,TRUE,TRUE,"Eixample","Entire home/apt",2,1,2,43,32,999,23,53,83,358,1,0,0,100,10,10,10,10,FALSE,0.06,"Spring","2018","very high","very high"
"within a day",FALSE,7,TRUE,FALSE,"Eixample","Entire home/apt",2,1,1,43,32,999,23,53,83,358,0,0,0,100,10,10,10,10,FALSE,0.06,"Autumn","2018","very high","Unknown"
"within a few hours",FALSE,10,TRUE,TRUE,"Eixample","Entire home/apt",2,1,2,39,32,999,23,53,83,358,0,0,0,100,10,10,10,10,TRUE,0.06,"Winter","2016","very high","very high"
"within an hour",TRUE,2,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,50,3,1125,29,59,89,179,51,25,1,98,10,10,10,10,FALSE,3.07,"Spring","2019","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Eixample","Entire home/apt",6,2,3,120,3.6,1125,30,60,90,180,7,1,0,77,9,9,10,8,FALSE,0.47,"Spring","2019","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Gràcia","Private room",2,1,1,49,31,180,22,47,73,154,54,34,0,92,9,10,10,9,FALSE,3.29,"Spring","2019","Unknown","very high"
"within a day",TRUE,8,TRUE,TRUE,"Eixample","Entire home/apt",6,2,4,68,2,1125,30,60,90,180,29,15,0,93,9,9,9,9,TRUE,1.8,"Summer","2014","average","very high"
"within a day",FALSE,33,TRUE,TRUE,"Eixample","Entire home/apt",4,2,3,66,32,1125,7,7,7,77,0,0,0,100,8,8,10,8,FALSE,0.07,"Winter","2019","average","high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,2,56,1,1125,30,60,90,365,24,9,0,94,10,10,10,10,FALSE,1.44,"Winter","2019","Unknown","very high"
"within an hour",FALSE,8,TRUE,TRUE,"Horta-Guinardó","Entire home/apt",2,1,1,62,32,1125,27,55,82,344,4,3,0,95,10,9,8,9,TRUE,0.32,"Spring","2012","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Sants-Montjuïc","Private room",1,1,1,27,1,10,0,0,0,177,26,11,0,92,9,9,10,9,TRUE,1.56,"Spring","2019","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,46,7,13,0,0,0,0,1,0,0,20,2,2,6,2,FALSE,0.07,"Spring","2019","Unknown","Unknown"
"within an hour",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,2,60,3,1125,29,59,89,166,34,21,0,98,10,10,10,10,TRUE,2.1,"Spring","2019","very high","very high"
"within a day",FALSE,4,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,2,3,89,32,1125,30,60,90,365,0,0,0,100,10,10,10,10,FALSE,0.08,"Autumn","2018","average","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Eixample","Private room",2,1,1,33,1.3,50,30,60,90,90,25,8,0,92,9,9,10,9,TRUE,1.53,"Spring","2018","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Horta-Guinardó","Private room",2,1,1,33,2,1125,0,0,0,0,31,18,0,86,9,9,9,9,TRUE,1.84,"Spring","2019","Unknown","very high"
"Unknown",FALSE,5,TRUE,TRUE,"Sant Martí","Private room",2,1,1,30,31,1125,0,0,0,0,0,0,0,100,8,10,10,10,FALSE,0.04,"Autumn","2017","Unknown","very low"
"within a few hours",FALSE,2,TRUE,FALSE,"Ciutat Vella","Entire home/apt",2,1,1,27,180,1125,0,0,0,55,0,0,0,80,9,9,9,9,FALSE,0.06,"Spring","2018","very high","Unknown"
"within an hour",TRUE,5,TRUE,TRUE,"Gràcia","Entire home/apt",4,1,2,86,32,360,0,0,0,31,4,2,0,100,10,10,10,10,TRUE,0.29,"Spring","2019","very high","very high"
"within a few hours",FALSE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,45,3,1125,0,0,0,0,4,0,0,100,10,10,10,10,FALSE,0.24,"Spring","2019","very high","very high"
"within a day",TRUE,1,TRUE,FALSE,"Ciutat Vella","Private room",1,1,1,25,4,1125,29,59,89,364,21,9,0,97,9,9,10,10,FALSE,1.28,"Winter","2018","very high","high"
"Unknown",FALSE,2,TRUE,TRUE,"Eixample","Private room",2,1,1,99,3,20,30,60,90,365,26,6,0,92,9,9,10,9,TRUE,1.58,"Summer","2014","Unknown","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,24,4,1125,0,0,0,0,7,1,0,86,10,9,10,9,TRUE,0.43,"Winter","2016","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,2,58,1,5,29,59,89,89,4,0,0,85,9,9,10,9,FALSE,0.24,"Spring","2015","Unknown","very low"
"Unknown",FALSE,1,TRUE,FALSE,"Gràcia","Private room",1,1,3,25,1,1125,30,60,90,90,19,10,0,92,9,9,10,9,FALSE,1.16,"Spring","2019","Unknown","very high"
"within a few hours",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",2,1,1,47,2,1125,26,56,86,100,26,15,1,96,10,10,10,9,FALSE,1.6,"Spring","2013","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Sant Martí","Private room",1,1,1,30,4,1125,30,60,90,180,13,8,0,91,10,9,10,9,TRUE,0.79,"Spring","2019","Unknown","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,33,3,1125,24,54,84,264,20,14,0,99,10,10,10,10,FALSE,1.34,"Summer","2015","very high","high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,85,1,31,30,60,90,90,4,0,0,100,10,10,10,10,TRUE,0.24,"Summer","2018","Unknown","Unknown"
"Unknown",FALSE,1,TRUE,FALSE,"Sants-Montjuïc","Private room",2,1,1,67,1,5,0,0,0,45,21,11,0,89,9,9,10,9,TRUE,1.28,"Spring","2019","Unknown","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,33,2,60,29,59,89,364,18,8,0,97,10,10,10,9,FALSE,1.11,"Summer","2016","Unknown","very high"
"within an hour",FALSE,29,TRUE,TRUE,"Eixample","Entire home/apt",8,4,5,223,2.6,1125,30,60,86,361,22,13,0,97,10,10,9,9,TRUE,1.34,"Spring","2015","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,47,2,1125,30,60,90,90,30,16,0,91,9,9,10,9,TRUE,1.85,"Spring","2018","Unknown","very high"
"within an hour",FALSE,29,TRUE,TRUE,"Eixample","Entire home/apt",8,4,5,223,2.6,1125,30,60,90,365,30,21,0,94,10,10,10,9,TRUE,1.86,"Spring","2015","very high","very high"
"Unknown",TRUE,2,TRUE,TRUE,"Sants-Montjuïc","Private room",3,2,2,55,1,1125,0,4,4,4,30,17,0,93,9,9,10,9,TRUE,1.83,"Spring","2019","Unknown","very high"
"within an hour",TRUE,5,TRUE,TRUE,"Gràcia","Entire home/apt",4,1,2,49,32,360,0,24,54,329,3,2,0,100,10,9,10,9,TRUE,0.23,"Spring","2019","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Sant Martí","Private room",3,1,2,75,1,1125,0,0,22,22,10,2,0,84,8,9,9,8,TRUE,0.61,"Spring","2019","Unknown","very high"
"within an hour",FALSE,4,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,18,1,1125,27,57,87,88,24,16,1,88,10,8,10,9,TRUE,1.45,"Spring","2019","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Sant Martí","Private room",2,1,1,85,2,1125,30,37,59,334,16,4,0,88,9,9,9,8,TRUE,0.97,"Spring","2013","Unknown","very high"
"within a day",FALSE,1,TRUE,TRUE,"Gràcia","Entire home/apt",2,1,1,115,3,90,11,11,33,213,16,4,0,100,10,9,10,10,FALSE,0.95,"Summer","2012","very high","high"
"within a few hours",FALSE,4,TRUE,TRUE,"Sant Andreu","Entire home/apt",2,1,2,67,7,9,30,60,90,91,15,5,0,81,9,9,10,8,TRUE,0.92,"Autumn","2013","very high","very high"
"within a few hours",FALSE,27,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",8,4,4,105,32,1125,24,54,61,267,0,0,0,100,10,10,10,10,FALSE,0.12,"Winter","2016","very high","very high"
"within a day",FALSE,20,TRUE,TRUE,"Eixample","Entire home/apt",6,3,5,93,2.7,1125,29,59,89,311,2,2,0,100,9,10,10,9,TRUE,0.18,"Winter","2019","very high","very high"
"within an hour",FALSE,23,TRUE,TRUE,"Sant Martí","Entire home/apt",7,3,5,158,2.5,60,24,54,84,346,2,2,1,100,10,9,10,10,TRUE,0.19,"Spring","2013","high","high"
"within a day",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",5,3,3,286,2,1125,30,37,59,334,22,14,0,98,10,10,10,9,FALSE,1.34,"Spring","2011","high","high"
"within a few hours",FALSE,4,TRUE,TRUE,"Sant Martí","Private room",2,1,0,44,2,1125,29,59,89,364,19,6,0,93,10,10,9,9,FALSE,1.24,"Autumn","2015","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Entire home/apt",3,2,2,70,30,30,30,60,90,365,0,0,0,100,10,10,8,10,TRUE,0.08,"Spring","2019","Unknown","Unknown"
"within a day",FALSE,2,TRUE,TRUE,"Eixample","Entire home/apt",6,2,4,80,32,1125,30,60,90,365,0,0,0,100,10,10,10,10,FALSE,0.03,"Spring","2013","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Les Corts","Private room",1,1,1,30,3,10,30,60,90,90,23,6,0,92,9,9,10,9,TRUE,1.41,"Spring","2018","Unknown","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Sant Martí","Private room",2,1,2,35,4,1125,0,0,0,199,32,21,0,85,9,9,9,9,TRUE,1.95,"Winter","2019","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Sants-Montjuïc","Private room",2,1,1,60,1,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,1,"Autumn","2011","Unknown","Unknown"
"Unknown",TRUE,2,TRUE,FALSE,"Sants-Montjuïc","Private room",1,1,1,35.71,2,1125,30,60,90,365,10,4,0,98,9,9,10,9,FALSE,0.6,"Autumn","2016","Unknown","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Les Corts","Private room",2,1,1,35,30,90,0,0,0,0,2,2,0,100,10,10,10,10,FALSE,0.17,"Winter","2018","Unknown","high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,0,40,3,7,27,57,87,87,0,0,0,100,9,8,9,10,FALSE,0.14,"Autumn","2014","Unknown","Unknown"
"within a day",TRUE,24,TRUE,TRUE,"Eixample","Entire home/apt",2,1,1,62,31,330,27,57,87,87,3,2,1,100,10,10,10,9,FALSE,0.25,"Winter","2018","very high","high"
"within a few hours",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",5,3,5,486,3.1,1125,30,60,90,129,7,4,0,100,10,10,10,9,FALSE,0.42,"Spring","2019","very high","very high"
"within a day",FALSE,7,TRUE,FALSE,"Eixample","Entire home/apt",3,2,3,43,32,999,0,0,0,120,0,0,0,91,9,9,10,9,FALSE,0.31,"Autumn","2018","very high","Unknown"
"within a day",FALSE,7,TRUE,FALSE,"Eixample","Entire home/apt",3,2,3,43,32,999,0,0,0,116,0,0,0,91,9,9,10,9,FALSE,0.31,"Autumn","2018","very high","Unknown"
"Unknown",TRUE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,56,3,1125,30,38,38,38,39,22,0,97,10,10,10,9,FALSE,2.38,"Spring","2019","Unknown","very high"
"within an hour",FALSE,8,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",6,3,6,70,30,1125,0,0,0,0,2,2,0,80,7,10,9,9,FALSE,0.17,"Winter","2013","very high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",9,5,5,236,3,1125,29,59,89,269,38,29,0,93,10,10,10,9,TRUE,2.28,"Spring","2019","very high","very high"
"within a few hours",FALSE,58,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,2,2,65,32,320,0,0,0,12,1,1,0,80,8,8,10,6,FALSE,0.08,"Autumn","2015","very high","very high"
